order_item_id,order_id,product_id,quantity,unit_price,discount_amount
1918,982,30,1,566.48,169.94
1919,983,23,3,365.58,329.02
1920,984,6,2,91.52,18.3
1921,985,7,1,607.15,0.0
1922,986,12,1,207.76,0.0
1923,987,19,2,578.53,347.12
1924,987,1,1,465.94,139.78
1925,988,2,2,15.91,0.0
1926,989,42,1,52.69,7.9
1927,990,47,1,574.13,86.12
1928,990,17,1,537.5,80.62
1929,990,23,1,365.58,54.84
1930,991,18,1,563.05,112.61
1931,991,46,1,500.59,100.12
1932,991,5,1,421.71,84.34
1933,991,8,1,785.96,157.19
1934,991,12,1,207.76,41.55
1935,992,7,1,607.15,182.14
1936,992,12,1,207.76,62.33
1937,992,6,2,91.52,54.91
1938,993,43,1,34.39,0.0
1939,993,39,1,22.96,0.0
1940,993,31,1,362.11,0.0
1941,994,5,1,421.71,84.34
1942,995,21,1,223.49,0.0
1943,996,35,1,562.97,112.59
1944,997,38,1,625.69,187.71
1945,997,1,1,465.94,139.78
1946,998,11,1,792.78,79.28
1947,998,38,1,625.69,62.57
1948,999,50,5,537.63,0.0
1949,1000,39,1,22.96,6.89
1950,1001,31,1,362.11,108.63
1951,1002,25,1,670.68,0.0
1952,1003,19,1,578.53,86.78
1953,1004,49,3,283.23,127.45
1954,1005,46,1,500.59,50.06
1955,1006,4,2,600.54,120.11
1956,1006,38,1,625.69,62.57
1957,1007,16,1,123.03,18.45
1958,1008,33,1,564.13,84.62
1959,1008,12,1,207.76,31.16
1960,1009,5,1,421.71,126.51
1961,1009,28,1,560.0,168.0
1962,1010,47,1,574.13,172.24
1963,1011,31,1,362.11,0.0
1964,1011,2,1,15.91,0.0
1965,1011,9,1,68.23,0.0
1966,1011,23,1,365.58,0.0
1967,1011,6,1,91.52,0.0
1968,1012,9,1,68.23,13.65
1969,1012,14,2,796.41,318.56
1970,1012,18,1,563.05,112.61
1971,1012,40,1,11.32,2.26
1972,1012,10,1,631.18,126.24
1973,1013,5,3,421.71,253.03
1974,1013,48,2,211.59,84.64
1975,1013,36,1,127.23,25.45
1976,1014,48,1,211.59,21.16
1977,1015,17,1,537.5,80.62
1978,1016,41,5,582.42,0.0
1979,1016,12,1,207.76,0.0
1980,1017,8,1,785.96,78.6
1981,1017,21,1,223.49,22.35
1982,1017,46,1,500.59,50.06
1983,1017,29,1,619.47,61.95
1984,1018,50,1,537.63,107.53
1985,1018,5,1,421.71,84.34
1986,1018,45,1,367.04,73.41
1987,1018,29,1,619.47,123.89
1988,1019,37,1,255.27,0.0
1989,1020,2,1,15.91,0.0
1990,1021,6,1,91.52,9.15
1991,1021,20,1,270.47,27.05
1992,1022,48,1,211.59,63.48
1993,1022,4,1,600.54,180.16
1994,1022,36,1,127.23,38.17
1995,1023,4,2,600.54,120.11
1996,1023,27,1,707.76,70.78
1997,1023,20,1,270.47,27.05
1998,1024,8,1,785.96,235.79
1999,1024,3,1,414.71,124.41
2000,1025,6,2,91.52,27.46
2001,1026,19,1,578.53,57.85
2002,1026,32,2,41.85,8.37
2003,1027,26,1,584.12,116.82
2004,1028,32,3,41.85,12.56
2005,1028,49,1,283.23,28.32
2006,1028,13,2,779.74,155.95
2007,1028,46,1,500.59,50.06
2008,1028,2,1,15.91,1.59
2009,1029,17,3,537.5,161.25
2010,1030,37,1,255.27,38.29
2011,1030,44,1,375.48,56.32
2012,1031,5,4,421.71,253.03
2013,1031,11,1,792.78,118.92
2014,1032,21,2,223.49,89.4
2015,1032,50,1,537.63,107.53
2016,1032,10,1,631.18,126.24
2017,1033,24,3,625.05,187.51
2018,1034,45,1,367.04,0.0
2019,1035,26,3,584.12,350.47
2020,1036,15,1,645.47,0.0
2021,1037,45,1,367.04,36.7
2022,1037,15,1,645.47,64.55
2023,1037,13,1,779.74,77.97
2024,1037,12,1,207.76,20.78
2025,1038,21,1,223.49,22.35
2026,1038,27,1,707.76,70.78
2027,1038,9,1,68.23,6.82
2028,1038,32,1,41.85,4.19
2029,1039,33,1,564.13,112.83
2030,1040,40,1,11.32,2.26
2031,1040,9,4,68.23,54.58
2032,1040,46,1,500.59,100.12
2033,1040,26,2,584.12,233.65
2034,1040,42,1,52.69,10.54
2035,1041,22,1,466.05,69.91
2036,1041,36,1,127.23,19.08
2037,1042,25,2,670.68,201.2
2038,1043,42,1,52.69,15.81
2039,1044,27,1,707.76,70.78
2040,1044,5,1,421.71,42.17
2041,1044,42,1,52.69,5.27
2042,1045,46,2,500.59,200.24
2043,1045,15,1,645.47,129.09
2044,1045,4,1,600.54,120.11
2045,1046,42,1,52.69,15.81
2046,1047,27,1,707.76,106.16
2047,1048,36,1,127.23,38.17
2048,1049,10,1,631.18,94.68
2049,1049,5,1,421.71,63.26
2050,1050,30,4,566.48,226.59
2051,1051,32,1,41.85,8.37
2052,1051,49,1,283.23,56.65
2053,1051,29,3,619.47,371.68
2054,1052,24,1,625.05,93.76
2055,1052,19,1,578.53,86.78
2056,1052,40,1,11.32,1.7
2057,1052,50,5,537.63,403.22
2058,1053,24,3,625.05,0.0
2059,1054,49,1,283.23,84.97
2060,1054,1,1,465.94,139.78
2061,1054,18,1,563.05,168.91
2062,1054,25,1,670.68,201.2
2063,1055,6,1,91.52,13.73
2064,1055,23,1,365.58,54.84
2065,1055,7,4,607.15,364.29
2066,1056,33,4,564.13,0.0
2067,1057,7,1,607.15,121.43
2068,1057,25,1,670.68,134.14
2069,1057,45,1,367.04,73.41
2070,1057,26,1,584.12,116.82
2071,1058,36,1,127.23,25.45
2072,1059,18,2,563.05,112.61
2073,1059,49,1,283.23,28.32
2074,1060,37,1,255.27,51.05
2075,1060,12,3,207.76,124.66
2076,1060,20,5,270.47,270.47
2077,1061,38,1,625.69,0.0
2078,1062,29,2,619.47,185.84
2079,1062,7,1,607.15,91.07
2080,1062,33,1,564.13,84.62
2081,1063,16,1,123.03,18.45
2082,1064,35,5,562.97,422.23
2083,1065,25,1,670.68,134.14
2084,1065,16,5,123.03,123.03
2085,1066,43,1,34.39,10.32
2086,1067,47,1,574.13,0.0
2087,1068,3,1,414.71,82.94
2088,1069,7,1,607.15,60.72
2089,1069,23,1,365.58,36.56
2090,1069,40,1,11.32,1.13
2091,1070,38,1,625.69,62.57
2092,1071,18,1,563.05,56.3
2093,1071,44,1,375.48,37.55
2094,1071,39,1,22.96,2.3
2095,1071,22,1,466.05,46.61
2096,1072,15,1,645.47,96.82
2097,1072,2,3,15.91,7.16
2098,1072,16,3,123.03,55.36
2099,1073,2,1,15.91,4.77
2100,1073,3,1,414.71,124.41
2101,1074,49,1,283.23,56.65
2102,1074,3,1,414.71,82.94
2103,1074,37,2,255.27,102.11
2104,1075,48,1,211.59,21.16
2105,1075,23,1,365.58,36.56
2106,1076,19,1,578.53,86.78
2107,1076,25,1,670.68,100.6
2108,1076,31,1,362.11,54.32
2109,1077,38,1,625.69,187.71
2110,1078,45,3,367.04,0.0
2111,1078,27,4,707.76,0.0
2112,1078,30,1,566.48,0.0
2113,1079,9,1,68.23,13.65
2114,1079,23,1,365.58,73.12
2115,1079,19,1,578.53,115.71
2116,1080,25,1,670.68,134.14
2117,1081,46,1,500.59,150.18
2118,1081,31,2,362.11,217.27
2119,1082,29,1,619.47,92.92
2120,1082,10,1,631.18,94.68
2121,1082,6,1,91.52,13.73
2122,1083,31,1,362.11,54.32
2123,1084,28,1,560.0,84.0
2124,1085,46,1,500.59,50.06
2125,1085,2,1,15.91,1.59
2126,1085,39,1,22.96,2.3
2127,1086,27,1,707.76,141.55
2128,1087,40,1,11.32,1.7
2129,1088,45,2,367.04,73.41
2130,1088,20,1,270.47,27.05
2131,1089,39,1,22.96,6.89
2132,1090,47,1,574.13,0.0
2133,1091,15,1,645.47,96.82
2134,1092,10,1,631.18,94.68
2135,1093,9,1,68.23,10.23
2136,1094,48,1,211.59,21.16
2137,1094,2,1,15.91,1.59
2138,1095,45,1,367.04,110.11
2139,1095,48,1,211.59,63.48
2140,1095,7,1,607.15,182.14
2141,1095,30,1,566.48,169.94
2142,1096,1,1,465.94,69.89
2143,1096,32,1,41.85,6.28
2144,1096,2,1,15.91,2.39
2145,1097,44,1,375.48,56.32
2146,1098,49,1,283.23,42.48
2147,1099,33,1,564.13,56.41
2148,1099,10,4,631.18,252.47
2149,1100,23,1,365.58,109.67
2150,1100,36,1,127.23,38.17
2151,1101,46,1,500.59,100.12
2152,1102,35,1,562.97,168.89
2153,1103,31,1,362.11,72.42
2154,1104,19,1,578.53,115.71
2155,1104,25,1,670.68,134.14
2156,1105,47,1,574.13,86.12
2157,1105,39,2,22.96,6.89
2158,1105,48,1,211.59,31.74
2159,1106,50,1,537.63,80.64
2160,1107,31,1,362.11,72.42
2161,1108,32,1,41.85,0.0
2162,1108,35,1,562.97,0.0
2163,1109,49,1,283.23,28.32
2164,1109,29,1,619.47,61.95
2165,1110,4,1,600.54,180.16
2166,1111,41,1,582.42,0.0
2167,1112,26,3,584.12,350.47
2168,1113,48,2,211.59,42.32
2169,1113,34,1,375.85,37.59
2170,1113,33,1,564.13,56.41
2171,1113,9,1,68.23,6.82
2172,1114,2,1,15.91,2.39
2173,1115,9,1,68.23,13.65
2174,1116,15,1,645.47,193.64
2175,1117,19,1,578.53,173.56
2176,1118,26,1,584.12,87.62
2177,1119,9,1,68.23,20.47
2178,1120,15,1,645.47,0.0
2179,1120,17,3,537.5,0.0
2180,1120,45,1,367.04,0.0
2181,1121,40,1,11.32,0.0
2182,1121,16,1,123.03,0.0
2183,1122,24,1,625.05,62.5
2184,1123,2,2,15.91,3.18
2185,1124,43,1,34.39,6.88
2186,1125,21,1,223.49,44.7
2187,1125,32,1,41.85,8.37
2188,1125,34,1,375.85,75.17
2189,1126,14,3,796.41,358.38
2190,1127,28,3,560.0,0.0
2191,1128,22,1,466.05,0.0
2192,1129,34,1,375.85,112.76
2193,1130,44,1,375.48,37.55
2194,1131,39,1,22.96,6.89
2195,1132,38,1,625.69,125.14
2196,1132,14,1,796.41,159.28
2197,1132,13,1,779.74,155.95
2198,1132,1,1,465.94,93.19
2199,1132,33,1,564.13,112.83
2200,1133,34,2,375.85,150.34
2201,1133,15,1,645.47,129.09
2202,1134,18,1,563.05,0.0
2203,1135,1,1,465.94,139.78
2204,1136,33,1,564.13,169.24
2205,1136,32,1,41.85,12.55
2206,1136,3,2,414.71,248.83
2207,1137,16,1,123.03,0.0
2208,1138,37,1,255.27,0.0
2209,1138,3,1,414.71,0.0
2210,1138,30,3,566.48,0.0
2211,1138,25,1,670.68,0.0
2212,1139,40,1,11.32,1.7
2213,1139,45,1,367.04,55.06
2214,1139,25,2,670.68,201.2
2215,1140,27,1,707.76,212.33
2216,1140,34,1,375.85,112.76
2217,1140,22,1,466.05,139.81
2218,1141,11,1,792.78,0.0
2219,1142,49,2,283.23,169.94
2220,1143,14,1,796.41,238.92
2221,1144,22,1,466.05,93.21
2222,1145,19,1,578.53,0.0
2223,1146,18,1,563.05,84.46
2224,1146,6,1,91.52,13.73
2225,1147,13,1,779.74,77.97
2226,1148,43,1,34.39,10.32
2227,1149,12,1,207.76,20.78
2228,1149,37,2,255.27,51.05
2229,1150,29,1,619.47,0.0
2230,1151,11,1,792.78,158.56
2231,1152,8,1,785.96,78.6
2232,1153,19,1,578.53,57.85
2233,1154,30,1,566.48,169.94
2234,1155,18,1,563.05,0.0
2235,1156,10,2,631.18,378.71
2236,1157,2,1,15.91,2.39
2237,1158,14,1,796.41,159.28
2238,1158,50,1,537.63,107.53
2239,1159,43,1,34.39,6.88
2240,1160,8,1,785.96,0.0
2241,1161,40,1,11.32,3.4
2242,1161,36,1,127.23,38.17
2243,1162,35,3,562.97,0.0
2244,1163,32,1,41.85,6.28
2245,1163,21,2,223.49,67.05
2246,1163,26,5,584.12,438.09
2247,1163,46,1,500.59,75.09
2248,1163,43,1,34.39,5.16
2249,1164,24,2,625.05,375.03
2250,1165,22,2,466.05,279.63
2251,1166,9,2,68.23,0.0
2252,1166,47,1,574.13,0.0
2253,1166,18,1,563.05,0.0
2254,1167,24,1,625.05,187.51
2255,1167,14,1,796.41,238.92
2256,1167,8,1,785.96,235.79
2257,1168,17,1,537.5,161.25
2258,1169,50,2,537.63,161.29
2259,1169,32,1,41.85,6.28
2260,1170,46,1,500.59,0.0
2261,1170,16,3,123.03,0.0
2262,1170,50,1,537.63,0.0
2263,1171,3,2,414.71,82.94
2264,1172,33,1,564.13,169.24
2265,1173,14,1,796.41,238.92
2266,1173,41,1,582.42,174.73
2267,1174,16,2,123.03,36.91
2268,1175,35,2,562.97,337.78
2269,1176,46,2,500.59,300.35
2270,1177,6,1,91.52,13.73
2271,1178,46,4,500.59,200.24
2272,1178,21,1,223.49,22.35
2273,1179,31,1,362.11,54.32
2274,1179,41,1,582.42,87.36
2275,1179,35,1,562.97,84.45
2276,1179,22,1,466.05,69.91
2277,1179,15,1,645.47,96.82
2278,1180,11,1,792.78,118.92
2279,1180,1,2,465.94,139.78
2280,1181,39,1,22.96,0.0
2281,1182,29,1,619.47,123.89
2282,1183,36,1,127.23,0.0
2283,1183,47,1,574.13,0.0
2284,1184,4,1,600.54,90.08
2285,1185,21,1,223.49,67.05
2286,1186,35,1,562.97,84.45
2287,1187,32,1,41.85,6.28
2288,1188,13,1,779.74,77.97
2289,1189,40,1,11.32,1.7
2290,1190,10,1,631.18,0.0
2291,1190,8,1,785.96,0.0
2292,1190,27,1,707.76,0.0
2293,1191,45,1,367.04,110.11
2294,1191,36,1,127.23,38.17
2295,1192,22,1,466.05,93.21
2296,1193,9,1,68.23,6.82
2297,1193,22,1,466.05,46.61
2298,1193,30,1,566.48,56.65
2299,1194,39,1,22.96,4.59
2300,1195,28,1,560.0,168.0
2301,1196,34,1,375.85,75.17
2302,1196,12,2,207.76,83.1
2303,1197,46,1,500.59,0.0
2304,1198,31,1,362.11,72.42
2305,1199,26,1,584.12,0.0
2306,1200,6,3,91.52,54.91
2307,1201,23,1,365.58,0.0
2308,1201,43,3,34.39,0.0
2309,1201,45,2,367.04,0.0
2310,1202,10,2,631.18,378.71
2311,1202,1,1,465.94,139.78
2312,1203,10,1,631.18,63.12
2313,1203,17,1,537.5,53.75
2314,1204,16,1,123.03,12.3
2315,1204,13,2,779.74,155.95
2316,1204,14,1,796.41,79.64
2317,1204,25,1,670.68,67.07
2318,1204,37,1,255.27,25.53
2319,1205,10,1,631.18,126.24
2320,1206,12,1,207.76,41.55
2321,1207,28,1,560.0,112.0
2322,1208,4,1,600.54,90.08
2323,1208,12,1,207.76,31.16
2324,1208,41,1,582.42,87.36
2325,1208,2,1,15.91,2.39
2326,1208,47,1,574.13,86.12
2327,1209,49,2,283.23,0.0
2328,1209,38,1,625.69,0.0
2329,1210,14,1,796.41,79.64
2330,1210,26,1,584.12,58.41
2331,1210,4,1,600.54,60.05
2332,1211,39,1,22.96,4.59
2333,1212,32,1,41.85,8.37
2334,1212,3,1,414.71,82.94
2335,1212,12,1,207.76,41.55
2336,1212,28,1,560.0,112.0
2337,1213,22,2,466.05,186.42
2338,1213,4,1,600.54,120.11
2339,1213,36,1,127.23,25.45
2340,1214,37,1,255.27,38.29
2341,1215,7,2,607.15,364.29
2342,1215,14,1,796.41,238.92
2343,1216,12,1,207.76,41.55
2344,1217,39,1,22.96,6.89
2345,1217,42,1,52.69,15.81
2346,1218,26,1,584.12,87.62
2347,1218,4,1,600.54,90.08
2348,1219,9,2,68.23,27.29
2349,1219,27,1,707.76,141.55
2350,1219,5,2,421.71,168.68
2351,1220,28,2,560.0,168.0
2352,1221,44,1,375.48,112.64
2353,1221,7,1,607.15,182.14
2354,1221,4,1,600.54,180.16
2355,1222,42,1,52.69,0.0
2356,1222,13,1,779.74,0.0
2357,1223,3,1,414.71,0.0
2358,1223,34,1,375.85,0.0
2359,1224,39,1,22.96,3.44
2360,1224,48,1,211.59,31.74
2361,1224,14,1,796.41,119.46
2362,1224,1,1,465.94,69.89
2363,1224,30,1,566.48,84.97
2364,1225,6,2,91.52,0.0
2365,1226,4,1,600.54,120.11
2366,1226,38,4,625.69,500.55
2367,1226,19,1,578.53,115.71
2368,1227,23,1,365.58,36.56
2369,1227,49,1,283.23,28.32
2370,1228,49,1,283.23,56.65
2371,1228,35,2,562.97,225.19
2372,1228,44,1,375.48,75.1
2373,1228,1,1,465.94,93.19
2374,1228,22,2,466.05,186.42
2375,1229,48,1,211.59,0.0
2376,1230,7,1,607.15,91.07
2377,1230,12,1,207.76,31.16
2378,1231,49,1,283.23,28.32
2379,1231,25,4,670.68,268.27
2380,1232,12,1,207.76,41.55
2381,1232,45,1,367.04,73.41
2382,1233,50,1,537.63,107.53
2383,1234,46,1,500.59,150.18
2384,1235,28,1,560.0,84.0
2385,1235,8,1,785.96,117.89
2386,1236,48,1,211.59,0.0
2387,1237,11,1,792.78,237.83
2388,1237,33,1,564.13,169.24
2389,1237,46,1,500.59,150.18
2390,1237,40,3,11.32,10.19
2391,1237,43,1,34.39,10.32
2392,1238,38,1,625.69,125.14
2393,1239,33,1,564.13,112.83
2394,1239,12,2,207.76,83.1
2395,1240,9,1,68.23,0.0
2396,1240,35,1,562.97,0.0
2397,1241,38,1,625.69,0.0
2398,1242,10,1,631.18,0.0
2399,1242,7,4,607.15,0.0
2400,1243,5,3,421.71,253.03
2401,1243,48,1,211.59,42.32
2402,1243,37,1,255.27,51.05
2403,1244,10,3,631.18,284.03
2404,1244,20,1,270.47,40.57
2405,1244,25,1,670.68,100.6
2406,1244,39,2,22.96,6.89
2407,1245,36,1,127.23,0.0
2408,1246,6,1,91.52,9.15
2409,1247,21,1,223.49,33.52
2410,1248,3,2,414.71,248.83
2411,1249,31,1,362.11,36.21
2412,1249,49,2,283.23,56.65
2413,1250,35,1,562.97,56.3
2414,1250,49,1,283.23,28.32
2415,1250,40,3,11.32,3.4
2416,1250,48,1,211.59,21.16
2417,1251,18,1,563.05,112.61
2418,1252,33,1,564.13,0.0
2419,1253,4,1,600.54,120.11
2420,1254,7,1,607.15,182.14
2421,1254,1,2,465.94,279.56
2422,1255,4,1,600.54,120.11
2423,1256,1,1,465.94,139.78
2424,1257,48,1,211.59,42.32
2425,1258,31,1,362.11,0.0
2426,1258,19,1,578.53,0.0
2427,1258,36,1,127.23,0.0
2428,1259,6,1,91.52,9.15
2429,1259,47,4,574.13,229.65
2430,1260,48,1,211.59,42.32
2431,1260,20,2,270.47,108.19
2432,1260,26,1,584.12,116.82
2433,1261,43,1,34.39,6.88
2434,1262,24,1,625.05,125.01
2435,1262,37,2,255.27,102.11
2436,1263,22,1,466.05,46.61
2437,1263,13,1,779.74,77.97
2438,1264,38,2,625.69,0.0
2439,1265,31,1,362.11,108.63
2440,1265,30,3,566.48,509.83
2441,1266,47,1,574.13,114.83
2442,1266,49,1,283.23,56.65
2443,1266,31,1,362.11,72.42
2444,1266,10,1,631.18,126.24
2445,1266,8,1,785.96,157.19
2446,1267,34,1,375.85,75.17
2447,1267,11,1,792.78,158.56
2448,1268,28,1,560.0,168.0
2449,1268,29,1,619.47,185.84
2450,1268,39,4,22.96,27.55
2451,1268,3,1,414.71,124.41
2452,1268,34,1,375.85,112.76
2453,1269,11,1,792.78,79.28
2454,1269,45,1,367.04,36.7
2455,1270,37,1,255.27,51.05
2456,1271,14,2,796.41,238.92
2457,1271,27,1,707.76,106.16
2458,1272,28,1,560.0,84.0
2459,1273,14,1,796.41,238.92
2460,1273,44,1,375.48,112.64
2461,1273,20,1,270.47,81.14
2462,1273,9,1,68.23,20.47
2463,1274,20,1,270.47,54.09
2464,1275,46,1,500.59,150.18
2465,1275,3,1,414.71,124.41
2466,1275,7,1,607.15,182.14
2467,1275,47,1,574.13,172.24
2468,1275,18,1,563.05,168.91
2469,1276,38,1,625.69,93.85
2470,1277,40,1,11.32,1.7
2471,1278,11,1,792.78,237.83
2472,1279,46,1,500.59,50.06
2473,1279,49,1,283.23,28.32
2474,1280,21,1,223.49,33.52
2475,1280,7,1,607.15,91.07
2476,1281,12,1,207.76,20.78
2477,1282,43,1,34.39,5.16
2478,1283,27,1,707.76,212.33
2479,1283,14,1,796.41,238.92
2480,1284,31,1,362.11,54.32
2481,1284,19,1,578.53,86.78
2482,1285,20,1,270.47,40.57
2483,1285,48,1,211.59,31.74
2484,1285,28,1,560.0,84.0
2485,1286,24,2,625.05,187.51
2486,1286,9,1,68.23,10.23
2487,1287,13,3,779.74,0.0
2488,1288,3,2,414.71,248.83
2489,1289,13,1,779.74,233.92
2490,1290,39,1,22.96,3.44
2491,1291,32,1,41.85,8.37
2492,1292,6,1,91.52,18.3
2493,1292,45,1,367.04,73.41
2494,1293,50,4,537.63,322.58
2495,1293,43,1,34.39,5.16
2496,1294,35,1,562.97,168.89
2497,1294,42,1,52.69,15.81
2498,1295,26,1,584.12,0.0
2499,1295,42,1,52.69,0.0
2500,1295,30,1,566.48,0.0
2501,1296,41,1,582.42,87.36
2502,1296,42,1,52.69,7.9
2503,1297,47,2,574.13,114.83
2504,1297,8,1,785.96,78.6
2505,1298,17,1,537.5,80.62
2506,1299,50,4,537.63,215.05
2507,1299,2,1,15.91,1.59
2508,1299,40,1,11.32,1.13
2509,1300,25,1,670.68,67.07
2510,1301,26,1,584.12,175.24
2511,1302,22,3,466.05,419.44
2512,1302,25,1,670.68,201.2
2513,1303,3,2,414.71,248.83
2514,1304,13,1,779.74,155.95
2515,1305,10,1,631.18,0.0
2516,1305,43,1,34.39,0.0
2517,1306,1,1,465.94,0.0
2518,1307,36,4,127.23,101.78
2519,1308,25,1,670.68,0.0
2520,1309,42,2,52.69,31.61
2521,1310,47,1,574.13,172.24
2522,1310,34,4,375.85,451.02
2523,1311,7,1,607.15,182.14
2524,1312,2,1,15.91,3.18
2525,1312,19,1,578.53,115.71
2526,1312,7,1,607.15,121.43
2527,1313,27,1,707.76,0.0
2528,1314,42,1,52.69,0.0
2529,1315,31,1,362.11,54.32
2530,1316,49,1,283.23,0.0
2531,1317,42,1,52.69,0.0
2532,1318,43,1,34.39,5.16
2533,1319,48,1,211.59,63.48
2534,1319,36,1,127.23,38.17
2535,1319,13,2,779.74,467.84
2536,1320,5,1,421.71,63.26
2537,1320,9,1,68.23,10.23
2538,1321,44,3,375.48,112.64
2539,1322,22,2,466.05,186.42
2540,1323,50,1,537.63,0.0
2541,1323,24,1,625.05,0.0
2542,1324,34,2,375.85,225.51
2543,1325,38,3,625.69,281.56
2544,1326,21,1,223.49,0.0
2545,1326,22,3,466.05,0.0
2546,1326,1,3,465.94,0.0
2547,1327,46,1,500.59,75.09
2548,1328,7,2,607.15,364.29
2549,1328,34,1,375.85,112.76
2550,1328,37,1,255.27,76.58
2551,1328,39,1,22.96,6.89
2552,1329,47,1,574.13,57.41
2553,1329,19,1,578.53,57.85
2554,1329,9,1,68.23,6.82
2555,1330,5,1,421.71,84.34
2556,1331,32,1,41.85,12.55
2557,1332,5,1,421.71,0.0
2558,1332,37,1,255.27,0.0
2559,1332,46,1,500.59,0.0
2560,1333,34,3,375.85,112.76
2561,1334,5,1,421.71,126.51
2562,1335,32,1,41.85,0.0
2563,1335,15,1,645.47,0.0
2564,1336,26,1,584.12,0.0
2565,1336,15,1,645.47,0.0
2566,1337,33,2,564.13,225.65
2567,1337,39,1,22.96,4.59
2568,1338,11,1,792.78,79.28
2569,1338,36,1,127.23,12.72
2570,1339,15,2,645.47,0.0
2571,1339,22,2,466.05,0.0
2572,1339,13,1,779.74,0.0
2573,1340,29,1,619.47,92.92
2574,1341,12,1,207.76,0.0
2575,1341,48,1,211.59,0.0
2576,1341,43,1,34.39,0.0
2577,1341,26,1,584.12,0.0
2578,1342,48,1,211.59,63.48
2579,1343,24,1,625.05,93.76
2580,1343,29,2,619.47,185.84
2581,1344,18,1,563.05,56.3
2582,1345,28,1,560.0,56.0
2583,1345,18,1,563.05,56.3
2584,1345,1,3,465.94,139.78
2585,1345,45,1,367.04,36.7
2586,1346,19,2,578.53,0.0
2587,1347,13,1,779.74,155.95
2588,1347,17,1,537.5,107.5
2589,1348,29,1,619.47,123.89
2590,1349,23,1,365.58,109.67
2591,1350,42,1,52.69,0.0
2592,1350,35,1,562.97,0.0
2593,1350,41,3,582.42,0.0
2594,1350,18,1,563.05,0.0
2595,1351,34,1,375.85,0.0
2596,1351,19,1,578.53,0.0
2597,1351,6,1,91.52,0.0
2598,1352,1,1,465.94,0.0
2599,1352,43,4,34.39,0.0
2600,1352,32,1,41.85,0.0
2601,1352,50,1,537.63,0.0
2602,1353,2,1,15.91,0.0
2603,1353,4,1,600.54,0.0
2604,1354,44,1,375.48,37.55
2605,1355,4,1,600.54,0.0
2606,1356,37,1,255.27,38.29
2607,1357,39,1,22.96,3.44
2608,1358,38,1,625.69,62.57
2609,1359,26,1,584.12,58.41
2610,1360,28,1,560.0,56.0
2611,1361,49,2,283.23,84.97
2612,1362,2,2,15.91,9.55
2613,1363,28,1,560.0,56.0
2614,1364,9,4,68.23,0.0
2615,1364,3,1,414.71,0.0
2616,1365,48,1,211.59,21.16
2617,1365,31,1,362.11,36.21
2618,1366,5,1,421.71,42.17
2619,1366,17,1,537.5,53.75
2620,1366,28,2,560.0,112.0
2621,1366,50,1,537.63,53.76
2622,1367,1,1,465.94,46.59
2623,1368,27,3,707.76,636.98
2624,1368,4,1,600.54,180.16
2625,1368,1,1,465.94,139.78
2626,1369,44,1,375.48,56.32
2627,1370,23,1,365.58,73.12
2628,1371,39,1,22.96,2.3
2629,1371,27,1,707.76,70.78
2630,1371,47,3,574.13,172.24
2631,1371,1,1,465.94,46.59
2632,1371,2,1,15.91,1.59
2633,1372,45,1,367.04,55.06
2634,1373,39,1,22.96,6.89
2635,1374,6,1,91.52,18.3
2636,1375,21,1,223.49,33.52
2637,1376,48,2,211.59,42.32
2638,1377,49,2,283.23,56.65
2639,1377,32,2,41.85,8.37
2640,1377,19,1,578.53,57.85
2641,1377,16,1,123.03,12.3
2642,1377,17,1,537.5,53.75
2643,1378,3,1,414.71,82.94
2644,1379,50,1,537.63,107.53
2645,1380,37,1,255.27,38.29
2646,1380,31,1,362.11,54.32
2647,1381,40,2,11.32,3.4
2648,1382,7,1,607.15,60.72
2649,1382,1,1,465.94,46.59
2650,1383,6,4,91.52,36.61
2651,1384,23,1,365.58,36.56
2652,1385,26,1,584.12,175.24
2653,1386,45,1,367.04,110.11
2654,1386,47,1,574.13,172.24
2655,1387,17,1,537.5,161.25
2656,1387,49,2,283.23,169.94
2657,1388,36,1,127.23,25.45
2658,1388,22,1,466.05,93.21
2659,1388,39,1,22.96,4.59
2660,1389,35,1,562.97,0.0
2661,1389,50,1,537.63,0.0
2662,1390,45,1,367.04,110.11
2663,1391,14,1,796.41,79.64
2664,1392,39,1,22.96,4.59
2665,1393,34,2,375.85,225.51
2666,1393,49,1,283.23,84.97
2667,1393,21,1,223.49,67.05
2668,1393,30,3,566.48,509.83
2669,1394,17,1,537.5,0.0
2670,1395,26,1,584.12,87.62
2671,1396,46,1,500.59,150.18
2672,1397,44,1,375.48,37.55
2673,1398,37,4,255.27,306.32
2674,1398,30,1,566.48,169.94
2675,1399,31,2,362.11,144.84
2676,1400,39,1,22.96,6.89
2677,1400,5,1,421.71,126.51
2678,1401,32,1,41.85,8.37
2679,1402,4,1,600.54,90.08
2680,1403,21,1,223.49,0.0
2681,1404,26,1,584.12,175.24
2682,1404,4,1,600.54,180.16
2683,1405,33,1,564.13,0.0
2684,1406,49,1,283.23,0.0
2685,1407,42,2,52.69,10.54
2686,1407,32,2,41.85,8.37
2687,1407,36,1,127.23,12.72
2688,1408,10,1,631.18,189.35
2689,1408,29,1,619.47,185.84
2690,1408,43,1,34.39,10.32
2691,1409,19,1,578.53,0.0
2692,1409,34,1,375.85,0.0
2693,1410,27,2,707.76,0.0
2694,1411,42,1,52.69,7.9
